node_id,node_type,x,y,demand_kg,tw_start,tw_end,service_time_min,priority
17,customer,1032.5525489630063,2856.020530020107,1.7518529655058557,58.30958556365804,135.57728586980812,2.0418088631246047,normal
18,customer,1195.1810296327776,1575.8232072630617,0.8295555444663025,13.779361799931316,155.0984026334742,2.365497513885593,normal
19,customer,521.3951848383902,3470.3201536366523,2.2356560891072164,30.37979589723798,160.11378900374626,2.5993269549801727,normal
20,customer,3633.943492801388,3500.8612185285915,2.288517824039504,48.247471570935765,196.92555204080077,2.3931732546719395,normal
21,customer,4061.8045561570852,2875.2261051880437,2.818906377516269,7.425228219020676,115.13461147801357,2.9028460753428194,normal
22,customer,1405.087439207775,2716.589237646217,2.157160531908956,29.315042721092,203.98983356672838,2.859338680646165,normal
23,customer,3150.0391225369863,3689.470919420699,0.5621487284656408,55.48850575872163,182.11227083794057,3.9019253350432552,normal
24,customer,804.2119486004877,3804.159217298576,0.8508489926597815,6.353844225045197,116.64756254300165,4.898695736429545,normal
25,customer,3418.4706073174266,2414.0739056365405,2.832558054000528,35.76255319406237,192.28586306761886,3.4021448046658747,normal
26,customer,1602.1471130330958,2059.5935971441804,0.5445919599424693,47.08580695513125,120.18308656701944,4.488285844648209,normal
27,customer,1208.863984477091,4310.439520581164,1.0816018549160842,47.809025299509706,171.50137617139612,3.818047462100033,normal
28,customer,1577.882330179713,2740.4660666494865,2.007767893346814,52.06433722656067,161.57292553940232,3.122552130221548,normal
29,customer,3276.5557556634753,3161.42678965976,2.1298275639499353,25.552925182410593,189.65180099268957,3.361690646228899,normal
30,customer,1262.1326980179072,1328.8343408909968,1.091655907493953,14.870373777081486,164.39208740629505,4.449706290271731,normal
31,customer,441.6961411078943,1547.6152338531733,0.6663971423879453,6.316684791247498,137.64872444202172,2.438519732578095,normal
32,customer,3049.165247155535,3371.4422290240263,1.275836684810186,49.47985142738048,126.7444833839176,4.762911417462351,normal
33,customer,658.080080024442,3795.093992813985,1.211800205844839,9.931903364116689,88.36551078716373,2.346470190996065,normal
34,customer,1980.9044919121177,3808.2331426007636,0.6384885229106503,1.268880980186402,82.22585749248871,2.160145797881526,normal
35,customer,1643.8768543207304,3461.820917231693,2.201786316998766,35.46862896665827,142.70428378650166,2.9539732908561485,normal
36,customer,3524.250808995846,2561.564460043616,2.6875123555865215,30.271574221333807,192.40736943999855,2.1304251860383756,normal
37,customer,3132.227200828792,3919.5906593606896,1.09186217776099,10.889904575791444,100.81641367565688,3.713697955228318,normal
38,customer,2611.121089801015,3392.231879117479,0.623135299818985,24.975745542191536,129.80944215734013,3.5712588461529116,normal
39,customer,3478.288407768496,3058.9158034681755,2.5836463844713995,6.100314174222959,72.33573815003547,4.774525607054186,normal
40,customer,2468.0123337360565,3458.683481514574,2.6089373789943817,5.94678849479253,174.26516576610658,4.9387120417597785,normal
41,customer,992.2679991234652,2480.8407280786373,2.448693851928322,48.121552816415615,185.21954593588134,4.3369890637343875,normal
42,customer,3348.758333683195,4376.473111678802,1.8401700898690931,8.073132504788825,129.77987692763855,4.572716432367672,normal
43,customer,1057.754136756664,3407.8930296645003,1.4627237402508837,27.767961935610952,164.51555448406415,2.7993899525025383,normal
44,customer,1417.5290055355363,2473.233011648874,1.6946931850593645,8.386104657237412,118.41282888862361,2.697709821586621,normal
45,customer,2016.8800583847406,4523.058272786366,1.4159811245656186,22.05070860690768,121.35017633641313,3.138392239180787,normal
46,customer,1415.490148730184,4899.973259969356,1.2421911864282134,41.144600727356725,215.00755193319756,4.749044058614533,normal
47,customer,596.7057919680361,1957.3840816159664,1.320903012511722,28.854625698004714,153.1068004776051,4.5456814663208736,normal
48,customer,645.4219483971635,3788.105643344158,2.5109795698676933,39.155240433606124,163.08191356149496,3.8987528878028623,normal
49,customer,2821.501655182639,3512.668261078607,2.337232905775727,17.289336850947702,101.5778880260339,4.084394386455495,normal
50,customer,1068.0338949812144,3139.5077485360243,0.8302570932538598,51.643144099553645,185.368712964584,2.285287244689804,normal
51,hub,3357.719387431422,921.0742315293769,0.0,0.0,999.0,0.0,hub
52,hub,4156.571326262379,1122.1501341436483,0.0,0.0,999.0,0.0,hub
53,hub,4243.744934454506,3643.3598691233674,0.0,0.0,999.0,0.0,hub
54,hub,2855.9916169721455,3573.971597592278,0.0,0.0,999.0,0.0,hub
55,hub,3621.4363881357262,4194.902838705855,0.0,0.0,999.0,0.0,hub
56,hub,1562.8567445889114,2842.2884023615748,0.0,0.0,999.0,0.0,hub
