sortie_id,launch_node,customer_node,recovery_node,total_distance_m,total_time_min,energy_kwh,co2_kg,risk,cost,feasible
SORTIE_000035,0,5,56,1527.0779526938632,4.879805288442176,0.09312106822752204,0.032592373879632715,3.527077952693864e-05,0.22906169290407946,True
SORTIE_000036,0,6,0,3608.541982354606,7.134612147673831,0.1840075536153778,0.06440264376538223,5.608541982354606e-05,0.5412812973531909,True
SORTIE_000037,0,6,51,4823.4331342141795,8.75446701681993,0.23441212681349316,0.0820442443847226,6.823433134214179e-05,0.723514970132127,True
SORTIE_000038,0,6,52,4703.614598052672,8.594708968604584,0.22944098008384622,0.08030434302934618,6.703614598052671e-05,0.7055421897079007,True
SORTIE_000039,0,6,53,2635.244977611678,5.836882808016594,0.14362647087888758,0.05026926480761065,4.635244977611679e-05,0.39528674664175173,True
SORTIE_000040,0,6,54,2515.5154560335714,5.677243445912452,0.1386590172719355,0.04853065604517742,4.515515456033572e-05,0.3773273184050357,True
SORTIE_000041,0,6,55,2103.8670208237913,5.128378865632746,0.12158015086265957,0.04255305280193085,4.1038670208237916e-05,0.3155800531235687,True
SORTIE_000042,0,6,56,4001.1755383427244,7.658123555657989,0.200297512417487,0.07010412934612044,6.001175538342725e-05,0.6001763307514086,True
SORTIE_000043,0,7,0,4716.931940689633,9.953799995760626,0.2189558783617203,0.0766345574266021,6.716931940689634e-05,0.7075397911034449,True
SORTIE_000044,0,7,51,6407.811240354204,12.208305728646721,0.283228733371392,0.09913005667998719,8.407811240354204e-05,0.9611716860531305,True
SORTIE_000045,0,7,52,6705.396593650126,12.605086199707952,0.29454039841406243,0.10308913944492185,8.705396593650127e-05,1.0058094890475189,True
SORTIE_000046,0,7,53,5371.024407906885,10.825923285383631,0.24381891282947488,0.0853366194903162,7.371024407906886e-05,0.8056536611860328,True
SORTIE_000047,0,7,54,4103.021426532768,9.135252643551473,0.19562022011979574,0.0684670770419285,6.1030214265327686e-05,0.615453213979915,True
SORTIE_000048,0,7,55,4656.367669519419,9.873047634200343,0.2166537396931224,0.07582880889259283,6.65636766951942e-05,0.6984551504279128,True
SORTIE_000049,0,7,56,3961.7162620507934,8.94684575757551,0.19024899915170573,0.066587149703097,5.961716262050794e-05,0.594257439307619,True
SORTIE_000050,0,8,0,2371.833050757744,6.1138607461451375,0.13691724892704313,0.04792103712446509,4.371833050757744e-05,0.35577495761366157,True
SORTIE_000051,0,8,51,3748.8346862760727,7.949862926836243,0.19503846129391803,0.06826346145287131,5.7488346862760725e-05,0.5623252029414109,True
SORTIE_000052,0,8,52,4318.5173308010035,8.709439786202816,0.2190839272614968,0.07667937454152388,6.318517330801005e-05,0.6477775996201505,True
SORTIE_000053,0,8,53,4291.50186901761,8.673419170491627,0.21794364438092437,0.07628027553332352,6.29150186901761e-05,0.6437252803526415,True
SORTIE_000054,0,8,54,3026.7081860384487,6.9870275931860775,0.16455856454327947,0.05759549759014781,5.026708186038449e-05,0.4540062279057673,True
SORTIE_000055,0,8,55,4010.8344148213214,8.299195898229907,0.20609708422511727,0.07213397947879104,6.0108344148213224e-05,0.6016251622231982,True
SORTIE_000056,0,8,56,1576.3015889054095,5.053152130342026,0.10333903678392874,0.036168662874375056,3.57630158890541e-05,0.2364452383358114,True
SORTIE_000057,0,9,0,2385.615752161151,5.948716274584342,0.12776612170623927,0.04471814259718374,4.385615752161151e-05,0.3578423628241726,True
SORTIE_000058,0,9,51,2851.650426981464,6.570095841011427,0.1456788284703781,0.05098758996463233,4.851650426981465e-05,0.42774756404721964,True
SORTIE_000059,0,9,52,2679.062025555636,6.339977972443656,0.13904514734606194,0.04866580157112167,4.6790620255556366e-05,0.4018593038333454,True
SORTIE_000060,0,9,53,2415.564860191421,5.988648418624702,0.12891725834687787,0.04512104042140725,4.4155648601914215e-05,0.36233472902871317,True
SORTIE_000061,0,9,54,2535.825976230289,6.148996573343194,0.13353966569792508,0.04673888299427378,4.53582597623029e-05,0.38037389643454333,True
SORTIE_000062,0,9,55,2849.210346593304,6.56684240049388,0.1455850405038692,0.050954764176354216,4.849210346593305e-05,0.4273815519889956,True
SORTIE_000063,0,9,56,3365.3481904854707,7.255026192350102,0.16542353396163595,0.05789823688657258,5.3653481904854715e-05,0.5048022285728205,True
SORTIE_000064,0,10,0,4058.9978361612134,8.717288294890732,0.19064568538396906,0.06672598988438917,6.058997836161214e-05,0.608849675424182,True
SORTIE_000065,0,10,51,5698.131391512063,10.902799702025199,0.2521988461796422,0.08826959616287477,7.698131391512064e-05,0.8547197087268094,True
SORTIE_000066,0,10,52,6122.856112337434,11.469099329792359,0.2681482170832632,0.09385187597914212,8.122856112337434e-05,0.918428416850615,True
SORTIE_000067,0,10,53,5265.1156698022,10.325445406412047,0.23593812949889773,0.0825783453246142,7.265115669802201e-05,0.7897673504703299,True
SORTIE_000068,0,10,54,3883.354488604216,8.483097164814735,0.18404988165609523,0.06441745857963332,5.883354488604217e-05,0.5825031732906324,True
SORTIE_000069,0,10,55,4680.729021671778,9.546263208904818,0.21399309323154067,0.07489758263103923,6.680729021671779e-05,0.7021093532507667,True
SORTIE_000070,0,10,56,3083.8240584408086,7.417056591263525,0.15402571128374995,0.05390899894931248,5.08382405844081e-05,0.46257360876612125,True
SORTIE_000071,0,11,0,4501.849311881861,10.674843221811388,0.23565620165561474,0.08247967057946515,6.501849311881861e-05,0.675277396782279,True
SORTIE_000072,0,11,51,6132.815497144558,12.849464802161652,0.30520343908518166,0.10682120367981357,8.132815497144559e-05,0.9199223245716837,True
SORTIE_000073,0,11,52,6566.556318442453,13.427785897225512,0.32369890278901153,0.11329461597615403,8.566556318442454e-05,0.9849834477663679,True
SORTIE_000074,0,11,53,5683.27819424904,12.250081731634294,0.2860343859065064,0.10011203506727724,7.683278194249041e-05,0.852491729137356,True
SORTIE_000075,0,11,54,4308.42204104363,10.416940194027081,0.22740812609654182,0.07959284413378963,6.30842204104363e-05,0.6462633061565445,True
SORTIE_000076,0,11,55,5074.622328234095,11.438540576947702,0.2600802401926749,0.0910280840674362,7.074622328234096e-05,0.7611933492351143,True
SORTIE_000077,0,11,56,3509.5747298133683,9.351810445720066,0.19334388606133007,0.06767036012146552,5.5095747298133693e-05,0.5264362094720052,True
SORTIE_000078,0,12,0,4051.1288932181988,9.717542487290562,0.2044389755652199,0.07155364144782696,6.051128893218199e-05,0.6076693339827297,True
SORTIE_000079,0,12,51,4091.4525173587554,9.771307319477971,0.20605321123048104,0.07211862393066835,6.091452517358756e-05,0.6137178776038132,True
SORTIE_000080,0,12,52,3565.1617265169807,9.069586265022272,0.18498473380608188,0.06474465683212866,5.565161726516981e-05,0.534774258977547,True
SORTIE_000081,0,12,53,3099.7993546133457,8.449103102484091,0.16635534336788926,0.05822437017876124,5.099799354613347e-05,0.4649699031920018,True
SORTIE_000082,0,12,54,3968.8153388440473,9.60779108145836,0.20114379865497972,0.0704003295292429,5.9688153388440474e-05,0.5953223008266071,True
SORTIE_000083,0,12,55,3857.8682663442733,9.459861651458663,0.19670236450309958,0.06884582757608484,5.8578682663442736e-05,0.578680239951641,True
SORTIE_000084,0,12,56,5016.05979800961,11.004117027012445,0.24306709776965124,0.08507348421937792,7.01605979800961e-05,0.7524089697014414,True
SORTIE_000085,0,13,0,3439.9937603079206,8.827027181124304,0.17617491000211138,0.06166121850073898,5.4399937603079214e-05,0.515999064046188,True
SORTIE_000086,0,13,51,3203.2706621908915,8.511396383634933,0.166939015324151,0.05842865536345285,5.2032706621908914e-05,0.4804905993286337,True
SORTIE_000087,0,13,52,2722.285454863945,7.87008277386567,0.1481730868961087,0.051860580413638044,4.7222854548639454e-05,0.4083428182295917,True
SORTIE_000088,0,13,53,3241.57748871448,8.56247215233305,0.16843357930220376,0.05895175275577131,5.2415774887144805e-05,0.486236623307172,True
SORTIE_000089,0,13,54,3718.087354202281,9.19781863965012,0.18702489956482832,0.0654587148476899,5.7180873542022806e-05,0.5577131031303422,True
SORTIE_000090,0,13,55,3880.095553759403,9.413829572392949,0.19334574734004562,0.06767101156901596,5.880095553759404e-05,0.5820143330639105,True
SORTIE_000091,0,13,56,4481.259694794208,10.215381760439357,0.2168005294670482,0.07588018531346687,6.481259694794209e-05,0.6721889542191313,True
SORTIE_000092,0,14,0,2540.019972553037,5.754967093971841,0.14358649098021134,0.05025527184307397,4.540019972553037e-05,0.3810029958829555,True
SORTIE_000093,0,14,51,3871.568819602797,7.5303655567048535,0.20078675630628276,0.07027536470719896,5.871568819602798e-05,0.5807353229404195,True
SORTIE_000094,0,14,52,3870.1305289377797,7.528447835818165,0.2007249706588112,0.07025373973058392,5.8701305289377795e-05,0.580519579340667,True
SORTIE_000095,0,14,53,2386.6674054057003,5.550497004442059,0.13699881862504612,0.04794958651876614,4.3866674054057006e-05,0.35800011081085503,True
SORTIE_000096,0,14,54,1555.3130018108086,4.442024466315536,0.101285752167899,0.03545001325876465,3.5553130018108086e-05,0.23329695027162128,True
SORTIE_000097,0,14,55,2107.750767424848,5.178608153800923,0.1250172035820012,0.043756021253700414,4.1077507674248485e-05,0.31616261511372723,True
SORTIE_000098,0,14,56,2979.007629905651,6.340283970441993,0.16244438758015609,0.05685553565305462,4.9790076299056506e-05,0.4468511444858476,True
SORTIE_000099,0,15,0,1890.111803257144,6.318297445572056,0.11102073460955329,0.03885725711334365,3.890111803257144e-05,0.2835167704885716,True
SORTIE_000100,0,15,51,3452.548542674249,8.40154643146153,0.1695699112594298,0.059349468940800426,5.4525485426742494e-05,0.5178822814011373,True
SORTIE_000101,0,15,52,3933.889109132217,9.043333853405487,0.18760718159705195,0.06566251355896818,5.933889109132218e-05,0.5900833663698326,True
SORTIE_000102,0,15,53,3671.4596091387166,8.693427853414153,0.1777731635113082,0.062220607228957864,5.671459609138717e-05,0.5507189413708075,True
SORTIE_000103,0,15,54,2385.8808811430426,6.979322882753254,0.1295986844147511,0.04535953954516288,4.385880881143043e-05,0.3578821321714564,True
SORTIE_000104,0,15,55,3369.2491685195037,8.2904805992552,0.16644843462669914,0.058256952119344695,5.369249168519504e-05,0.5053873752779255,True
SORTIE_000105,0,15,56,1068.7186873164374,5.223106624317781,0.08024067841211233,0.028084237444239313,3.0687186873164376e-05,0.1603078030974656,True
SORTIE_000106,0,16,0,3355.4988544164107,8.806212987278748,0.16908297043006196,0.05917903965052168,5.355498854416411e-05,0.5033248281624616,True
SORTIE_000107,0,16,51,3820.5346334389455,9.426260692642128,0.1866497168210655,0.06532740088737292,5.820534633438946e-05,0.5730801950158418,True
SORTIE_000108,0,16,52,3478.2452954763658,8.96987490869202,0.17371972247746517,0.0608019028671128,5.478245295476366e-05,0.5217367943214548,True
SORTIE_000109,0,16,53,2408.721013891962,7.543842533246148,0.1333183971147063,0.04666143899014721,4.408721013891962e-05,0.36130815208379424,True
SORTIE_000110,0,16,54,3102.9696764146656,8.469507416609755,0.1595436699581508,0.055840284485352776,5.102969676414666e-05,0.4654454514621998,True
SORTIE_000111,0,16,55,3045.7768684373686,8.393250339306691,0.1573832091969631,0.05508412321893708,5.045776868437369e-05,0.4568665302656053,True
SORTIE_000112,0,16,56,4239.665432607295,9.985101758199924,0.2024824006397706,0.0708688402239197,6.239665432607296e-05,0.6359498148910941,True
SORTIE_000113,0,17,0,3133.929949879479,6.2203821296305755,0.15822730023215537,0.055379555081254375,5.133929949879479e-05,0.4700894924819218,True
SORTIE_000114,0,17,51,4591.930760656362,8.16438321066642,0.21640909713274065,0.07574318399645923,6.591930760656362e-05,0.6887896140984542,True
SORTIE_000115,0,17,52,5139.8909286387325,8.894996767976247,0.23827555081884882,0.08339644278659708,7.139890928638734e-05,0.7709836392958098,True
SORTIE_000116,0,17,53,4873.271036322767,8.539503578221627,0.22763603381054365,0.07967261183369027,6.873271036322768e-05,0.730990655448415,True
SORTIE_000117,0,17,54,3526.6546876672564,6.744015113347613,0.17389905484498647,0.060864669195745257,5.5266546876672564e-05,0.5289982031500885,True
SORTIE_000118,0,17,55,4481.570500433946,8.017236197036533,0.2120051501673511,0.07420180255857288,6.481570500433946e-05,0.6722355750650919,True
SORTIE_000119,0,17,56,2097.4469362055947,4.838404778065398,0.11686625039820649,0.04090318763937227,4.097446936205595e-05,0.31461704043083916,True
SORTIE_000120,0,18,0,3134.1306763784637,6.544338415723544,0.15143638307186935,0.05300273407515427,5.134130676378464e-05,0.47011960145676956,True
SORTIE_000121,0,18,51,3826.549431997986,7.467563423216242,0.17727935900843922,0.062047775652953725,5.826549431997986e-05,0.5739824147996979,True
SORTIE_000122,0,18,52,4563.004547560072,8.449503577299023,0.20476589324133448,0.07166806263446707,6.563004547560072e-05,0.6844506821340108,True
SORTIE_000123,0,18,53,5250.6030032495955,9.366301518218386,0.23042896230206217,0.08065013680572175,7.250603003249595e-05,0.7875904504874393,True
SORTIE_000124,0,18,54,4165.312592934972,7.919247637798888,0.18992293364479906,0.06647302677567966,6.165312592934973e-05,0.6247968889402457,True
SORTIE_000125,0,18,55,5137.260456176874,9.215178122121424,0.2261987061271422,0.07916954714449977,7.137260456176874e-05,0.770589068426531,True
SORTIE_000126,0,18,56,2885.8221473714325,6.213260377047503,0.14216882454909027,0.049759088592181595,4.8858221473714326e-05,0.4328733221057149,True
SORTIE_000127,0,19,0,4556.555213463629,8.674733906265011,0.22340003343448064,0.07819001170206823,6.55655521346363e-05,0.6834832820195443,True
SORTIE_000128,0,19,51,6091.857257610444,10.721803298460765,0.28674634559774287,0.10036122095921,8.091857257610445e-05,0.9137785886415666,True
SORTIE_000129,0,19,52,6605.910680321115,11.407207862074994,0.307956106053523,0.10778463711873305,8.605910680321116e-05,0.9908866020481673,True
SORTIE_000130,0,19,53,6004.64720750988,10.605523231660014,0.2831480731415148,0.09910182559953018,8.00464720750988e-05,0.900697081126482,True
SORTIE_000131,0,19,54,4615.173865183555,8.752892108558246,0.22581862945250622,0.07903652030837717,6.615173865183555e-05,0.6922760797775331,True
SORTIE_000132,0,19,55,5461.872356325941,9.881823430081427,0.26075327122709874,0.09126364492948455,7.461872356325942e-05,0.8192808534488911,True
SORTIE_000133,0,19,56,3494.446205671793,7.258588562542563,0.17957758884418315,0.0628521560954641,5.494446205671793e-05,0.5241669308507689,True
SORTIE_000134,0,20,0,3123.0528526032135,6.557243724809558,0.1638915967918799,0.05736205887715796,5.123052852603214e-05,0.46845792789048196,True
SORTIE_000135,0,20,51,4156.059265692529,7.934585608928645,0.2066661712983716,0.07233315995443006,6.15605926569253e-05,0.6234088898538793,True
SORTIE_000136,0,20,52,3996.9742855841496,7.722472302117472,0.2000788043195363,0.0700275815118377,5.9969742855841505e-05,0.5995461428376224,True
SORTIE_000137,0,20,53,2187.756147461145,5.3101814512868,0.12516297120655495,0.04380703992229423,4.187756147461145e-05,0.3281634221191717,True
SORTIE_000138,0,20,54,2342.9061346592484,5.517048100884271,0.1315873985895752,0.046055589506351316,4.3429061346592486e-05,0.35143592019888725,True
SORTIE_000139,0,20,55,2255.680730621186,5.4007475621668535,0.12797558215106256,0.04479145375287189,4.255680730621186e-05,0.33835210959317785,True
SORTIE_000140,0,20,56,3734.8001027665578,7.37290672502735,0.18922273510785367,0.06622795728774879,5.734800102766558e-05,0.5602200154149837,True
SORTIE_000141,0,21,0,3209.134729783363,7.181692381720637,0.17426060084085576,0.06099121029429951,5.209134729783364e-05,0.4813702094675045,True
SORTIE_000142,0,21,51,3681.691691970618,7.811768331303644,0.1945299572538679,0.06808548503885375,5.6816916919706184e-05,0.5522537537955927,True
SORTIE_000143,0,21,52,3360.202891124117,7.383116596841641,0.18074035809742284,0.06325912533409798,5.360202891124118e-05,0.5040304336686176,True
SORTIE_000144,0,21,53,2393.954329917363,6.094785181899303,0.13929511860712188,0.04875329151249266,4.3939543299173635e-05,0.3590931494876044,True
SORTIE_000145,0,21,54,2998.2065245958925,6.900454774804009,0.1652132704434514,0.057824644655207987,4.998206524595893e-05,0.4497309786893839,True
SORTIE_000146,0,21,55,2995.7793560687014,6.897218550101087,0.16510916205464604,0.05778820671912611,4.995779356068702e-05,0.4493669034103052,True
SORTIE_000147,0,21,56,4103.732236845681,8.374489057803729,0.2126325161183476,0.07442138064142166,6.103732236845682e-05,0.6155598355268521,True
SORTIE_000148,0,22,0,2340.3129642107265,5.979755966260466,0.13248391459434875,0.04636937010802206,4.340312964210727e-05,0.35104694463160896,True
SORTIE_000149,0,22,51,3822.8241323047678,7.956437523719188,0.19332624630143502,0.06766418620550226,5.8228241323047685e-05,0.5734236198457151,True
SORTIE_000150,0,22,52,4350.235040175775,8.6596520675472,0.21497121606168157,0.07523992562158854,6.350235040175776e-05,0.6525352560263663,True
SORTIE_000151,0,22,53,4156.271044323129,8.401033406410336,0.2070109240727378,0.07245382342545822,6.15627104432313e-05,0.6234406566484693,True
SORTIE_000152,0,22,54,2855.4539170410426,6.666610570034221,0.1536253247924933,0.05376886367737265,4.8554539170410436e-05,0.42831808755615636,True
SORTIE_000153,0,22,55,3834.291194632481,7.97172694015614,0.1937968551068618,0.06782889928740161,5.8342911946324816e-05,0.5751436791948722,True
SORTIE_000154,0,22,56,1371.8776602959163,4.688508894374053,0.09273928179445598,0.03245874862805959,3.3718776602959164e-05,0.20578164904438742,True
SORTIE_000155,0,23,0,2868.3979423733276,7.726455924874358,0.14551653484014768,0.05093078719405168,4.868397942373328e-05,0.4302596913559991,True
SORTIE_000156,0,23,51,4210.374634568624,9.515758181134755,0.19459801244219777,0.06810930435476921,6.210374634568625e-05,0.6315561951852936,True
SORTIE_000157,0,23,52,4191.778179777392,9.490962908079778,0.19391786539894307,0.06787125288963007,6.191778179777392e-05,0.6287667269666088,True
SORTIE_000158,0,23,53,2528.8763811946,7.273760509969389,0.13309886767996298,0.046584603687987045,4.5288763811946e-05,0.37933145717919003,True
SORTIE_000159,0,23,54,1750.1167276862475,6.235414305291585,0.10461649930997045,0.03661577475848966,3.750116727686248e-05,0.2625175091529371,True
SORTIE_000160,0,23,55,2125.3406404891634,6.735712855695473,0.11833994486539429,0.041418980702888,4.125340640489164e-05,0.31880109607337453,True
SORTIE_000161,0,23,56,3233.328237826373,8.213029652145085,0.15886350146539333,0.05560222551288766,5.233328237826373e-05,0.4849992356739559,True
SORTIE_000162,0,24,0,4455.50475789846,10.839368746960826,0.21115214233030086,0.0739032498156053,6.455504757898461e-05,0.6683257136847691,True
SORTIE_000163,0,24,51,6079.061153292401,13.00411060748608,0.2718445398750212,0.09514558895625742,8.079061153292402e-05,0.9118591729938601,True
SORTIE_000164,0,24,52,6520.943047801846,13.593286466832007,0.288363135524342,0.1009270974335197,8.520943047801846e-05,0.9781414571702769,True
SORTIE_000165,0,24,53,5671.0420256608495,12.460085103977343,0.25659181494946937,0.08980713523231428,7.67104202566085e-05,0.8506563038491274,True
SORTIE_000166,0,24,54,4292.4039591945175,10.621901015355569,0.20505504675488098,0.07176926636420834,6.292403959194518e-05,0.6438605938791776,True
SORTIE_000167,0,24,55,5071.945431536398,11.661289645144741,0.2341961601009869,0.08196865603534541,7.071945431536399e-05,0.7607918147304596,True
SORTIE_000168,0,24,56,3452.798252011904,9.502426739112083,0.17366858952696382,0.060784006334437334,5.4527982520119044e-05,0.5179197378017856,True
SORTIE_000169,0,25,0,1776.3655635567773,5.770632222741577,0.11487001797807612,0.04020450629232664,3.776365563556778e-05,0.2664548345335166,True
SORTIE_000170,0,25,51,2382.417949883374,6.57870207117704,0.1408885514900068,0.04931099302150238,4.3824179498833744e-05,0.3573626924825061,True
SORTIE_000171,0,25,52,2376.087248689983,6.570261136252519,0.14061676712801024,0.04921586849480358,4.3760872486899834e-05,0.3564130873034974,True
SORTIE_000172,0,25,53,2368.7980913903402,6.560542259852995,0.14030383513111802,0.0491063422958913,4.368798091390341e-05,0.35531971370855103,True
SORTIE_000173,0,25,54,2177.269772785626,6.305171168380043,0.13208130175194074,0.04622845561317926,4.1772697727856265e-05,0.3265904659178439,True
SORTIE_000174,0,25,55,2680.54066932205,6.976199030428608,0.15368730641843487,0.0537905572464522,4.6805406693220506e-05,0.40208110039830747,True
SORTIE_000175,0,25,56,2792.564692728951,7.125564394971143,0.15849662797695613,0.05547381979193464,4.7925646927289515e-05,0.41888470390934257,True
SORTIE_000176,0,26,0,1974.7981069590726,7.121349987260305,0.11508236280252702,0.040278826980884454,3.974798106959073e-05,0.2962197160438609,True
SORTIE_000177,0,26,51,3079.8283489435544,8.594723643239615,0.1554434349107624,0.05440520221876684,5.079828348943555e-05,0.46197425234153316,True
SORTIE_000178,0,26,52,3708.406827715853,9.43282828160268,0.17840217426784322,0.06244076099374512,5.7084068277158535e-05,0.556261024157378,True
SORTIE_000179,0,26,53,4067.3916921715822,9.911474767543652,0.19151404528237986,0.06702991584883294,6.067391692171583e-05,0.6101087538257373,True
SORTIE_000180,0,26,54,2953.4780875723523,8.426256628078011,0.15082850962062805,0.05278997836721981,4.953478087572353e-05,0.4430217131358528,True
SORTIE_000181,0,26,55,3926.2891047817625,9.723337984357226,0.18636029338680138,0.06522610268538048,5.926289104781763e-05,0.5889433657172644,True
SORTIE_000182,0,26,56,1771.0794036011753,6.849725049449775,0.10764156619477251,0.037674548168170376,3.771079403601176e-05,0.2656619105401763,True
SORTIE_000183,0,27,0,4652.620580811547,10.021541569848761,0.2172043027179985,0.07602150595129947,6.652620580811547e-05,0.697893087121732,True
SORTIE_000184,0,27,51,6339.460749264141,12.27066179445222,0.2813522790882461,0.09847329768088614,8.339460749264142e-05,0.950919112389621,True
SORTIE_000185,0,27,52,6668.448909160938,12.709312674314615,0.29386320045580544,0.10285212015953189,8.668448909160939e-05,1.0002673363741406,True
SORTIE_000186,0,27,53,5433.6399545909035,11.062900734887904,0.24690528640981046,0.08641685024343365,7.433639954590904e-05,0.8150459931886355,True
SORTIE_000187,0,27,54,4130.586998485864,9.325496793414517,0.1973521563618782,0.06907325472665736,6.130586998485865e-05,0.6195880497728795,True
SORTIE_000188,0,27,55,4741.647601787759,10.140244264483712,0.22058986546703746,0.0772064529134631,6.74164760178776e-05,0.7112471402681639,True
SORTIE_000189,0,27,56,3836.5349691013034,8.93342742090177,0.18616980311623088,0.0651594310906808,5.836534969101304e-05,0.5754802453651955,True
SORTIE_000190,0,28,0,2025.9144096358925,5.823771343069405,0.11978639739588215,0.04192523908855875,4.025914409635893e-05,0.30388716144538386,True
SORTIE_000191,0,28,51,3558.1500462482654,7.866752191885902,0.18202849052276524,0.06370997168296783,5.558150046248266e-05,0.5337225069372398,True
SORTIE_000192,0,28,52,4057.392028544687,8.53240816828113,0.2023085735677236,0.07080800074870326,6.057392028544688e-05,0.6086088042817029,True
SORTIE_000193,0,28,53,3827.5691928931274,8.225977720745718,0.19297276777029745,0.0675404687196041,5.8275691928931286e-05,0.574135378933969,True
SORTIE_000194,0,28,54,2538.832304259996,6.507661869234876,0.14062201993382387,0.04921770697683835,4.538832304259997e-05,0.3808248456389994,True
