policy_id,drone_customers,n_selected_sorties,truck_distance_km,duration_min,co2_kg,total_risk,cost_usd,resilience_penalty,coordination_delay,airspace_penalty,overuse_penalty,selected_sortie_ids
MVP2_1_NSGA2_0024,9,9,48.857559599999995,382.06998486275774,16.541329699378718,0.47770884768000005,1211.34111740244,1187.5045471124065,14.029611541307906,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0095|SRT_0120|SRT_0122|SRT_0143
MVP2_1_NSGA2_0025,8,8,50.122675199999996,389.55036688232724,16.904738483209734,0.39380334015999996,1226.2542889997906,1180.738784732919,12.108908379653489,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0095|SRT_0122|SRT_0143
MVP2_1_NSGA2_0039,8,8,50.122675199999996,389.58340688232727,16.903938483209735,0.40733054016000003,1226.2764889997907,1184.339494718209,12.108908379653489,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0120|SRT_0122|SRT_0143
MVP2_1_NSGA2_0014,14,14,42.531981599999995,393.4053346440357,14.782585780223641,1.1657303852799998,1232.9274594156875,1762.6386219832864,24.372638895372635,48.0,180.0,SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0063|SRT_0075|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0022,14,14,42.531981599999995,393.4220696440357,14.796985780223642,1.15807598528,1232.9565594156875,1760.665117557856,24.372638895372635,48.0,180.0,SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0055,7,7,51.3877908,397.0999404670383,17.272247267040747,0.33154283263999995,1241.1838605971411,1179.7532336859952,10.24743233869605,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063|SRT_0095|SRT_0122|SRT_0143
MVP2_1_NSGA2_0066,7,7,51.3877908,397.1094004670383,17.27004726704075,0.33198303263999995,1241.188160597141,1179.883776381441,10.24743233869605,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0095|SRT_0143
MVP2_1_NSGA2_0058,7,7,51.3877908,397.1145804670383,17.267347267040748,0.32837623263999993,1241.189660597141,1178.94642140876,10.24743233869605,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0122|SRT_0143
MVP2_1_NSGA2_0035,7,7,51.3877908,397.11707046703833,17.26984726704075,0.32787923264,1241.192760597141,1178.8206916874406,10.24743233869605,0.0,0.0,SRT_0024|SRT_0027|SRT_0055|SRT_0063|SRT_0095|SRT_0122|SRT_0143
MVP2_1_NSGA2_0034,6,6,52.6529064,404.7140244864064,17.637556050871762,0.27383912511999997,1256.1177321944917,1180.058427882593,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063|SRT_0095|SRT_0143
MVP2_1_NSGA2_0087,6,6,52.6529064,404.72006781973977,17.63485605087176,0.2703847251199999,1256.1192321944916,1179.1622927795088,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063|SRT_0122|SRT_0143
MVP2_1_NSGA2_0083,6,6,52.6529064,404.72297281973977,17.637356050871762,0.26990872511999997,1256.1223321944917,1179.0426794022078,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0063|SRT_0095|SRT_0122|SRT_0143
MVP2_1_NSGA2_0082,6,6,52.6529064,404.7311044864064,17.632656050871763,0.2708063251199999,1256.1235321944916,1179.2902844908829,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0055|SRT_0063|SRT_0143
MVP2_1_NSGA2_0086,6,6,52.6529064,404.7340094864064,17.63515605087176,0.27033032511999994,1256.1266321944915,1179.1706711135816,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0055|SRT_0063|SRT_0095|SRT_0143
MVP2_1_NSGA2_0004,6,6,52.6529064,404.7400528197398,17.632456050871763,0.26687592511999997,1256.1281321944916,1178.2745360104975,8.451456732395751,0.0,0.0,SRT_0024|SRT_0027|SRT_0055|SRT_0063|SRT_0122|SRT_0143
MVP2_1_NSGA2_0042,5,5,53.918022,412.38808689517464,18.004864834702776,0.22231341759999998,1271.0534037918421,1182.0719306643455,6.7290695154954925,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063|SRT_0095
MVP2_1_NSGA2_0063,5,5,53.918022,412.39412089517464,18.000164834702776,0.21693141759999998,1271.053103791842,1180.6700125889547,6.7290695154954925,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063|SRT_0143
MVP2_1_NSGA2_0079,5,5,53.918022,412.39760689517465,18.002664834702777,0.2164764176,1271.056203791842,1180.5567602859694,6.7290695154954925,0.0,0.0,SRT_0024|SRT_0027|SRT_0063|SRT_0095|SRT_0143
MVP2_1_NSGA2_0070,5,5,53.918022,412.40485889517464,17.999964834702777,0.2131744176,1271.057703791842,1179.7023541701287,6.7290695154954925,0.0,0.0,SRT_0024|SRT_0027|SRT_0063|SRT_0122|SRT_0143
MVP2_1_NSGA2_0060,5,5,53.918022,412.4181028951747,17.997764834702775,0.21357741759999999,1271.062003791842,1179.8287246759912,6.7290695154954925,0.0,0.0,SRT_0024|SRT_0027|SRT_0055|SRT_0063|SRT_0143
MVP2_1_NSGA2_0010,15,15,41.266866,413.21806701841126,14.444176996392628,1.3471394928,1272.101087818337,2183.429886712458,26.56786056208331,75.0,405.0,SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0038,4,4,55.1831376,420.1288383298908,18.367473618533793,0.16956011008,1285.9887753891926,1183.8618887823645,5.091168824543143,0.0,0.0,SRT_0024|SRT_0027|SRT_0032|SRT_0063
MVP2_1_NSGA2_0059,4,4,55.1831376,420.1331958298908,18.369973618533795,0.16912611008,1285.9918753891927,1183.7554258317161,5.091168824543143,0.0,0.0,SRT_0024|SRT_0027|SRT_0063|SRT_0095
MVP2_1_NSGA2_0072,4,4,55.1831376,420.1407383298908,18.36527361853379,0.16399251008,1285.9915753891926,1182.4208422936385,5.091168824543143,0.0,0.0,SRT_0024|SRT_0027|SRT_0063|SRT_0143
MVP2_1_NSGA2_0032,4,4,55.1831376,420.1588158298908,18.365073618533792,0.16636091007999998,1285.9976753891926,1183.0700160718325,5.091168824543143,0.0,0.0,SRT_0024|SRT_0027|SRT_0055|SRT_0063
MVP2_1_NSGA2_0015,3,3,56.4482532,427.92987979932116,18.73258240236481,0.12079660256,1300.927246986543,1186.7874101980742,3.5533998349717297,0.0,0.0,SRT_0024|SRT_0027|SRT_0063
MVP2_1_NSGA2_0019,2,2,57.7133688,435.8200990636894,19.10579118619582,0.08241389504,1315.8831185838935,1192.570318632883,2.1405728070048977,0.0,0.0,SRT_0024|SRT_0027
MVP2_1_NSGA2_0011,16,16,40.0017504,439.07413149732616,14.135668212561612,1.57262580032,1323.3130162209866,2708.8426575918,28.8,108.0,720.0,SRT_0024|SRT_0027|SRT_0032|SRT_0039|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0029,16,16,40.0017504,439.09463712232616,14.116968212561613,1.5918534003199998,1323.3297162209865,2708.877591124834,28.8,108.0,720.0,SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0084|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0013,16,16,40.0017504,439.1225671223262,14.127368212561612,1.59155940032,1323.3746162209866,2708.9314110442024,28.8,108.0,720.0,SRT_0010|SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0020,1,1,58.9784844,443.9341158823529,19.48759997002684,0.06185318752,1330.8735901812438,1203.3644112071167,0.9,0.0,0.0,SRT_0024
MVP2_1_NSGA2_0000,0,0,60.2436,449.8633155080214,19.87660875385785,0.04819488,1345.8843617785944,1212.752446652916,0.0,0.0,0.0,
MVP2_1_NSGA2_0009,17,17,38.736634800000004,470.9763073060348,13.8084594287306,1.8274503078400002,1386.5416446236363,3334.6797972171307,31.06731072849464,147.0,1125.0,SRT_0024|SRT_0027|SRT_0032|SRT_0039|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0084|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0030,17,17,38.736634800000004,471.00259436485834,13.818859428730601,1.82714730784,1386.5865446236362,3334.7311949829873,31.06731072849464,147.0,1125.0,SRT_0010|SRT_0024|SRT_0027|SRT_0032|SRT_0039|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0007,17,17,38.736634800000004,471.021893776623,13.8001594287306,1.8469635078400002,1386.6032446236363,3334.764350221299,31.06731072849464,147.0,1125.0,SRT_0010|SRT_0024|SRT_0027|SRT_0032|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0084|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0002,18,18,37.4715192,508.9077699772846,13.504850644899584,2.09958841536,1461.7922730262858,4086.79104045439,33.36822773129531,192.0,1620.0,SRT_0024|SRT_0027|SRT_0032|SRT_0039|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0084|SRT_0091|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
MVP2_1_NSGA2_0001,18,18,37.4715192,508.9278055328402,13.491650644899583,2.09266201536,1461.8151730262857,4086.8270268207307,33.36822773129531,192.0,1620.0,SRT_0010|SRT_0024|SRT_0027|SRT_0032|SRT_0039|SRT_0042|SRT_0055|SRT_0059|SRT_0063|SRT_0075|SRT_0084|SRT_0095|SRT_0116|SRT_0120|SRT_0122|SRT_0128|SRT_0131|SRT_0143
